,CreationDate,item_ID,Mes,Cnt,Vol,Stock,ExecDate
921,2021-12-21,249.022.000232,шт,36,0.00030523,У,
922,2021-12-21,249.022.000232,шт,2,0.00030523,У,
923,2021-12-21,249.022.000232,шт,150,0.00030523,У,
924,2021-12-21,249.022.000232,шт,30,0.00030523,У,
925,2021-12-21,249.022.000232,шт,2,0.00030523,У,
926,2021-12-21,249.022.000232,шт,40,0.00030523,У,
927,2021-12-21,249.022.000251,шт,14,4e-05,У,
928,2021-12-21,249.022.000251,шт,4,4e-05,У,
929,2021-12-21,249.022.000251,шт,10,4e-05,У,
930,2021-12-21,249.022.000268,шт,4,3.25e-06,У,
931,2021-12-21,249.022.000268,шт,2,3.25e-06,У,
932,2021-12-21,249.022.000330,шт,7,2.8e-05,У,
933,2021-12-21,241.022.000016,шт,4,0.00045,У,
934,2021-12-21,241.022.000016,шт,160,0.00045,У,
935,2021-12-21,241.022.000017,шт,6,0.00045,У,
936,2021-12-21,243.022.000138,шт,6,0.00045,У,
937,2021-12-21,241.022.000116,м,60,0.0001,У,
938,2021-12-21,241.022.000115,м,24,0.0002,У,
939,2021-12-21,241.022.000117,м,20,8e-05,У,
940,2021-12-21,241.022.000124,м,4,7e-06,У,
941,2021-12-23,160.346.000040,шт,6,0.0432,У,
942,2021-12-23,249.022.000011,шт,12,5.6e-05,У,
943,2021-12-23,238.022.000060,м,300,0.000199174,У,
944,2021-12-23,157.346.000138,шт,2,0.737495,У,
945,2021-12-23,161.346.000134,шт,1,0.028,У,
946,2021-12-23,161.346.000135,шт,1,0.028,У,
947,2021-12-23,161.346.000120,шт,1,0.028,У,
948,2021-12-23,161.346.000119,шт,1,0.028,У,
949,2021-12-23,161.346.000179,шт,1,1.0,У,
950,2021-12-23,161.346.000180,шт,1,,У,
951,2021-12-23,157.346.000152,шт,4,,У,
952,2021-12-23,160.346.000041,шт,10,0.035264,У,
953,2021-12-23,249.022.000011,шт,10,5.6e-05,У,
954,2021-12-23,238.022.000060,м,500,0.000199174,У,
955,2021-12-23,157.346.000107,шт,10,0.047859,У,
956,2021-12-23,161.346.000115,шт,5,0.01064,У,
957,2021-12-23,161.346.000116,шт,5,0.01064,У,
958,2021-12-23,161.346.000100,шт,16,0.02204,У,
959,2021-12-23,161.346.000099,шт,16,0.02204,У,
960,2021-12-23,181.346.000357,шт,56,0.000952,У,
961,2021-12-23,181.346.000358,шт,4,4e-05,У,
962,2021-12-23,160.346.000045,шт,12,0.03764475,У,
963,2021-12-23,249.022.000011,шт,28,5.6e-05,У,
964,2021-12-23,189.022.001665,шт,4,0.000448,У,
965,2021-12-23,239.022.000060,м,1600,0.000159072749,У,
966,2021-12-23,181.022.000001,шт,34,0.00874,У,
967,2021-12-23,244.022.000029,шт,32,0.01156,У,
968,2021-12-23,157.346.000097,шт,28,0.0552,У,
969,2021-12-23,157.346.000098,шт,4,0.196,У,
970,2021-12-23,160.346.000040,шт,22,0.0432,У,
971,2021-12-23,160.346.000041,шт,8,0.035264,У,
972,2021-12-23,181.022.000004,шт,2,0.00874,У,
973,2021-12-23,161.346.000136,шт,1,0.071331,У,
974,2021-12-23,161.346.000137,шт,1,0.071331,У,
975,2021-12-23,157.346.000121,шт,2,0.19355,У,
976,2021-12-23,238.022.000060,м,1000,0.000199174,У,
977,2021-12-23,157.346.000113,шт,4,0.801724,У,
978,2021-12-23,157.346.000101,шт,4,0.81282,У,
979,2021-12-23,157.346.000105,шт,4,0.8246,У,
980,2021-12-23,157.346.000104,шт,14,0.19355,У,
981,2021-12-23,161.346.000120,шт,4,0.028,У,
982,2021-12-23,161.346.000119,шт,4,0.028,У,
983,2021-12-23,161.346.000107,шт,2,0.011914,У,
984,2021-12-23,161.346.000108,шт,2,0.011914,У,
985,2021-12-23,161.346.000179,шт,3,1.0,У,
986,2021-12-23,161.346.000180,шт,3,,У,
987,2021-12-23,161.346.000181,шт,6,,У,
988,2021-12-23,161.346.000182,шт,6,,У,
989,2021-12-23,157.346.000132,шт,2,0.19355,У,
990,2021-12-23,161.346.000115,шт,2,0.01064,У,
991,2021-12-23,161.346.000116,шт,2,0.01064,У,
992,2021-12-23,160.346.000046,шт,2,0.117351,У,
993,2021-12-23,249.022.000011,шт,4,5.6e-05,У,
994,2021-12-23,161.346.000163,шт,4,,У,
995,2021-12-23,161.346.000164,шт,4,0.125,У,
996,2021-12-23,181.022.000020,шт,4,0.125,У,
997,2021-12-23,157.346.000151,шт,2,,У,
998,2021-12-23,181.022.000021,шт,4,0.012321,У,
999,2021-12-23,181.022.000018,шт,2,0.00264,У,
1000,2021-12-23,238.022.000060,м,760,0.000199174,У,
1001,2021-12-23,169.022.000118,шт,8,0.0001,У,
1002,2021-12-23,241.022.000048,м,40,6.75e-05,У,
1003,2021-11-30,249.022.000574,шт,36,,У,2022-02-23
1004,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1005,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1006,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1007,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1008,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1009,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1010,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1011,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1012,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1013,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1014,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1015,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1016,2021-11-30,320.022.000545,шт,1,0.125,М,2022-02-16
1017,2021-11-30,320.022.000545,шт,2,0.125,М,2022-02-16
1018,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1019,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1020,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1021,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1022,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1023,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1024,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1025,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1026,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1027,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1028,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1029,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1030,2021-11-30,320.022.000500,шт,8,0.001,М,2022-02-16
1031,2021-11-30,320.022.000548,шт,1,0.125,М,2022-02-16
1032,2021-11-30,320.022.000548,шт,1,0.125,М,2022-02-16
1033,2021-11-30,320.022.000548,шт,1,0.125,М,2022-02-16
1034,2021-11-30,320.022.000548,шт,1,0.125,М,2022-02-16
1035,2021-11-30,320.022.000548,шт,1,0.125,М,2022-02-16
1036,2021-11-30,320.022.000548,шт,1,0.125,М,2022-02-16
1037,2021-11-30,320.022.000548,шт,1,0.125,М,2022-02-16
1038,2021-11-30,320.022.000548,шт,1,0.125,М,2022-02-16
1039,2021-11-30,320.022.000548,шт,1,0.125,М,2022-02-16
1040,2021-11-30,320.022.000546,шт,1,0.125,М,2022-02-16
1041,2021-11-30,320.022.000546,шт,1,0.125,М,2022-02-16
1042,2021-11-30,320.022.000546,шт,1,0.125,М,2022-02-16
1043,2021-11-30,320.022.000546,шт,1,0.125,М,2022-02-16
1044,2021-11-30,320.022.000546,шт,1,0.125,М,2022-02-16
1045,2021-11-30,320.022.000546,шт,1,0.125,М,2022-02-16
1046,2021-11-30,320.022.000546,шт,1,0.125,М,2022-02-16
1047,2021-11-30,320.022.000546,шт,1,0.125,М,2022-02-16
1048,2021-11-30,249.022.000753,шт,2,0.11521575,М,2022-02-16
1049,2021-11-30,249.022.000637,кмп,6,8e-06,М,2022-02-16
1050,2021-11-30,315.346.000579,шт,1,0.05655,М,2022-02-16
1051,2021-11-30,315.346.000579,шт,1,0.05655,М,2022-02-16
1052,2021-11-30,315.346.000579,шт,1,0.05655,М,2022-02-16
1053,2021-11-30,315.346.000579,шт,1,0.05655,М,2022-02-16
1054,2021-11-30,315.346.000579,шт,2,0.05655,М,2022-02-16
1055,2021-11-30,315.346.000579,шт,3,0.05655,М,2022-02-16
1056,2021-11-30,315.346.000579,шт,3,0.05655,М,2022-02-16
1057,2021-11-30,320.022.000528,шт,1,0.057432375,М,2022-02-16
1058,2021-11-30,320.022.000528,шт,1,0.057432375,М,2022-02-16
1059,2021-11-30,320.022.000544,шт,1,0.125,М,2022-02-16
1060,2021-11-30,320.022.000544,шт,1,0.125,М,2022-02-16
1061,2021-11-30,320.022.000544,шт,1,0.125,М,2022-02-16
1062,2021-11-30,320.022.000544,шт,1,0.125,М,2022-02-16
1063,2021-11-30,320.022.000544,шт,1,0.125,М,2022-02-16
1064,2021-11-30,320.022.000544,шт,1,0.125,М,2022-02-16
1065,2021-11-30,320.022.000544,шт,1,0.125,М,2022-02-16
1066,2021-11-30,320.022.000544,шт,1,0.125,М,2022-02-16
1067,2021-11-30,320.022.000544,шт,1,0.125,М,2022-02-16
1068,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1069,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1070,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1071,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1072,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1073,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1074,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1075,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1076,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1077,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1078,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1079,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1080,2021-11-30,320.022.000543,шт,2,0.125,М,2022-02-16
1081,2021-11-30,320.022.000550,шт,3,0.0005,М,2022-02-16
1082,2021-11-30,320.022.000550,шт,3,0.0005,М,2022-02-16
1083,2021-11-30,320.022.000550,шт,4,0.0005,М,2022-02-16
1084,2021-11-30,320.022.000550,шт,5,0.0005,М,2022-02-16
1085,2021-11-30,320.022.000550,шт,5,0.0005,М,2022-02-16
1086,2021-11-30,320.022.000550,шт,5,0.0005,М,2022-02-16
1087,2021-11-30,320.022.000550,шт,5,0.0005,М,2022-02-16
1088,2021-11-30,320.022.000550,шт,5,0.0005,М,2022-02-16
1089,2021-11-30,320.022.000549,шт,2,0.0005,М,2022-02-16
1090,2021-11-30,320.022.000551,шт,2,0.0005,М,2022-02-16
1091,2021-11-30,320.022.000338,шт,24,1.4e-05,М,2022-02-16
1092,2021-11-30,320.022.000338,шт,24,1.4e-05,М,2022-02-16
1093,2021-11-30,320.022.000338,шт,40,1.4e-05,М,2022-02-16
1094,2021-11-30,320.022.000338,шт,40,1.4e-05,М,2022-02-16
1095,2021-11-30,320.022.000338,шт,40,1.4e-05,М,2022-02-16
1096,2021-11-30,320.022.000338,шт,40,1.4e-05,М,2022-02-16
1097,2021-11-30,320.022.000338,шт,48,1.4e-05,М,2022-02-16
1098,2021-11-30,320.022.000338,шт,52,1.4e-05,М,2022-02-16
1099,2021-11-30,320.022.000338,шт,88,1.4e-05,М,2022-02-16
1100,2021-11-30,320.022.000338,шт,88,1.4e-05,М,2022-02-16
1101,2021-11-30,320.022.000338,шт,88,1.4e-05,М,2022-02-16
1102,2021-11-30,320.022.000338,шт,88,1.4e-05,М,2022-02-16
1103,2021-11-30,320.022.000338,шт,88,1.4e-05,М,2022-02-16
1104,2021-11-30,320.022.000338,шт,88,1.4e-05,М,2022-02-16
1105,2021-11-30,320.022.000338,шт,112,1.4e-05,М,2022-02-16
1106,2021-11-30,320.022.000338,шт,112,1.4e-05,М,2022-02-16
1107,2021-11-30,320.022.000338,шт,132,1.4e-05,М,2022-02-16
1108,2021-11-30,320.022.000338,шт,152,1.4e-05,М,2022-02-16
1109,2021-11-30,320.022.000313,шт,4,0.172125,М,2022-02-16
1110,2021-11-30,320.022.000313,шт,4,0.172125,М,2022-02-16
1111,2021-11-30,320.022.000313,шт,8,0.172125,М,2022-02-16
1112,2021-11-30,320.022.000313,шт,8,0.172125,М,2022-02-16
1113,2021-11-30,320.022.000313,шт,8,0.172125,М,2022-02-16
1114,2021-11-30,320.022.000313,шт,8,0.172125,М,2022-02-16
1115,2021-11-30,320.022.000313,шт,8,0.172125,М,2022-02-16
1116,2021-11-30,320.022.000313,шт,16,0.172125,М,2022-02-16
1117,2021-11-30,320.022.000313,шт,22,0.172125,М,2022-02-16
1118,2021-11-30,320.022.000313,шт,22,0.172125,М,2022-02-16
1119,2021-11-30,320.022.000313,шт,22,0.172125,М,2022-02-16
1120,2021-11-30,320.022.000313,шт,22,0.172125,М,2022-02-16
1121,2021-11-30,320.022.000313,шт,22,0.172125,М,2022-02-16
1122,2021-11-30,320.022.000313,шт,22,0.172125,М,2022-02-16
1123,2021-11-30,320.022.000313,шт,26,0.172125,М,2022-02-16
1124,2021-11-30,320.022.000313,шт,28,0.172125,М,2022-02-16
1125,2021-11-30,320.022.000313,шт,34,0.172125,М,2022-02-16
1126,2021-11-30,243.022.000112,шт,28,0.009375,М,2022-02-16
1127,2021-11-30,243.022.000112,шт,28,0.009375,М,2022-02-16
1128,2021-11-30,243.022.000112,шт,50,0.009375,М,2022-02-16
1129,2021-11-30,243.022.000112,шт,50,0.009375,М,2022-02-16
1130,2021-11-30,243.022.000112,шт,50,0.009375,М,2022-02-16
1131,2021-11-30,243.022.000112,шт,50,0.009375,М,2022-02-16
1132,2021-11-30,243.022.000112,шт,56,0.009375,М,2022-02-16
1133,2021-11-30,243.022.000112,шт,74,0.009375,М,2022-02-16
1134,2021-11-30,243.022.000112,шт,122,0.009375,М,2022-02-16
1135,2021-11-30,243.022.000112,шт,122,0.009375,М,2022-02-16
1136,2021-11-30,243.022.000112,шт,122,0.009375,М,2022-02-16
1137,2021-11-30,243.022.000112,шт,122,0.009375,М,2022-02-16
1138,2021-11-30,243.022.000112,шт,122,0.009375,М,2022-02-16
1139,2021-11-30,243.022.000112,шт,122,0.009375,М,2022-02-16
1140,2021-11-30,243.022.000112,шт,150,0.009375,М,2022-02-16
1141,2021-11-30,243.022.000112,шт,150,0.009375,М,2022-02-16
1142,2021-11-30,243.022.000112,шт,180,0.009375,М,2022-02-16
1143,2021-11-30,243.022.000112,шт,184,0.009375,М,2022-02-16
1144,2021-11-30,320.022.000500,шт,4,0.001,М,2022-02-16
1145,2021-11-30,320.022.000543,шт,1,0.125,М,2022-02-16
1146,2021-11-30,249.022.000728,шт,10,0.00588,М,2022-02-16
1147,2021-11-30,320.022.000313,шт,26,0.172125,М,2022-02-16
1148,2021-12-20,189.372.001198,шт,2,0.028875,СЗ,
1149,2021-12-20,169.346.001810,шт,1,0.7104,СЗ,
1150,2021-12-20,189.372.000079,шт,2,0.021,СЗ,
1151,2021-12-20,189.372.000058,шт,2,0.016796,СЗ,
1152,2021-12-20,189.372.001591,шт,1,0.02652,СЗ,
1153,2021-12-20,189.372.001551,шт,1,0.029736,СЗ,
1154,2021-12-20,242.372.000095,шт,1,0.01204,СЗ,
1155,2021-12-20,242.372.000098,шт,1,0.01288,СЗ,
1156,2021-12-20,217.372.000013,шт,10,0.3402,СЗ,
1157,2021-12-20,169.372.000345,шт,1,0.1,СЗ,
1158,2021-12-20,183.372.000003,шт,1,0.0672,СЗ,
1159,2021-12-20,261.372.000005,шт,2,8.4e-05,СЗ,
1160,2021-12-20,217.372.000032,шт,2,0.00216,СЗ,
1161,2021-12-20,189.346.000112,шт,2,0.003,СЗ,
1162,2021-12-20,217.372.000014,шт,2,0.006642,СЗ,
1163,2021-12-20,189.372.001534,шт,3,0.065664,СЗ,
1164,2021-12-20,189.346.000190,шт,3,0.0024,СЗ,
1165,2021-12-20,189.372.000327,шт,2,0.00462,СЗ,
1166,2021-12-20,189.372.000092,шт,2,0.026928,СЗ,
1167,2021-12-20,169.372.001009,шт,1,0.017172,СЗ,
1168,2021-12-20,189.372.000293,шт,1,0.006481013,СЗ,
1169,2021-12-20,169.372.001068,шт,1,0.0028,СЗ,
1170,2021-12-20,189.372.000165,шт,2,0.00945,СЗ,
1171,2021-12-20,169.372.000377,шт,15,0.1,СЗ,
1172,2021-12-20,189.346.000011,шт,4,0.00624,СЗ,
1173,2021-12-20,169.372.000376,шт,4,0.0005,СЗ,
1174,2021-12-20,169.372.000972,шт,21,0.001,СЗ,
1175,2021-12-20,241.372.000510,шт,2,0.003726,СЗ,
1176,2021-12-20,246.346.001521,шт,6,0.000168,СЗ,
1177,2021-12-20,189.372.000490,шт,2,0.000234,СЗ,
1178,2021-12-20,169.372.001014,шт,4,0.00099,СЗ,
1179,2021-12-20,169.372.001139,шт,4,1.8e-05,СЗ,
1180,2021-12-20,169.372.000993,шт,1,0.0006,СЗ,
1181,2021-12-20,189.372.001535,шт,3,0.000234,СЗ,
1182,2021-12-20,169.372.000353,шт,2,3.025e-05,СЗ,
1183,2021-12-20,183.372.000015,шт,4,0.000289,СЗ,
1184,2021-12-20,241.372.000256,шт,6,0.00333,СЗ,
1185,2021-12-20,214.372.000052,шт,30,0.0012,СЗ,
1186,2021-12-20,214.372.000051,шт,30,0.0002,СЗ,
1187,2021-12-20,214.372.000048,шт,15,0.000242,СЗ,
1188,2021-12-20,189.372.001568,шт,1,0.18126,СЗ,
1189,2021-07-05,320.002.000126,шт,1,9.75e-06,М,2021-10-19
1190,2021-07-05,320.002.000492,шт,1,9.75e-06,М,2021-10-19
1191,2021-07-05,310.002.000309,шт,1,0.001728,М,2021-10-19
1192,2021-07-05,320.002.001160,шт,2,7e-05,М,2021-10-19
1193,2021-07-05,320.002.001138,шт,1,0.024276,М,2021-10-19
1194,2021-07-05,320.002.000440,шт,1,,М,2021-10-19
1195,2021-07-05,320.002.001301,шт,1,0.0,М,2021-10-19
1196,2021-07-20,189.372.001118,шт,2,0.7684,М,2021-10-26
1197,2021-07-20,189.346.000194,шт,2,0.033,М,2021-10-26
1198,2021-07-20,189.346.000196,шт,5,0.021,М,2021-10-26
1199,2021-07-20,189.346.000197,шт,5,0.0216,М,2021-10-26
1200,2021-07-20,189.346.000198,шт,2,0.017664,М,2021-10-26
1201,2021-07-20,189.346.000195,шт,2,0.04125,М,2021-10-26
1202,2021-07-20,189.346.000112,шт,2,0.003,М,2021-10-26
1203,2021-07-20,189.346.000009,шт,3,0.00225,М,2021-10-26
1204,2021-07-20,189.372.001549,шт,2,0.017745,М,2021-10-26
1205,2021-07-20,189.372.000180,шт,1,0.016796,М,2021-10-26
1206,2021-07-20,189.372.000293,шт,2,0.006481013,М,2021-10-26
1207,2021-07-20,189.372.001525,шт,3,0.016796,М,2021-10-26
1208,2021-07-20,189.372.001297,шт,3,0.000252,М,2021-10-26
1209,2021-07-20,189.372.000629,шт,3,0.00017875,М,2021-10-26
1210,2021-07-20,242.372.000040,шт,4,0.024,М,2021-10-26
1211,2021-07-20,169.372.000345,шт,2,0.1,М,2021-10-26
1212,2021-07-20,249.372.000213,шт,2,0.026,М,2021-10-26
1213,2021-07-20,261.372.000006,шт,4,3e-06,М,2021-10-26
1214,2021-07-20,261.346.002576,шт,5,0.001728,М,2021-10-26
1215,2021-07-20,217.372.000032,шт,4,0.00216,М,2021-10-26
1216,2021-07-20,217.372.000013,шт,2,0.3402,М,2021-10-26
1217,2021-07-20,169.372.000887,шт,2,0.031668,М,2021-10-26
1218,2021-07-20,169.372.001142,шт,5,0.1908,М,2021-10-26
1219,2021-07-20,169.372.001183,м,12,0.0001617165,М,2021-10-26
1220,2021-07-20,169.372.000972,шт,12,0.001,М,2021-10-26
1221,2021-07-20,241.372.000510,шт,2,0.003726,М,2021-10-26
1222,2021-07-20,189.372.001545,шт,2,0.002025,М,2021-10-26
1223,2021-07-20,169.372.001139,шт,3,1.8e-05,М,2021-10-26
1224,2021-07-20,169.372.000974,шт,2,0.000374,М,2021-10-26
1225,2021-07-20,169.372.000984,шт,3,0.022763,М,2021-10-26
1226,2021-07-20,169.372.001068,шт,2,0.0028,М,2021-10-26
1227,2021-07-20,169.372.001070,шт,2,0.00945,М,2021-10-26
1228,2021-07-20,169.372.000376,шт,4,0.0005,М,2021-10-26
1229,2021-12-24,189.372.001565,шт,2,0.0196,У,
1230,2021-12-24,189.346.000112,шт,2,0.003,У,
1231,2021-12-24,189.372.001575,шт,4,0.018655,У,
1232,2021-12-24,189.372.001542,шт,6,0.000975,У,
1233,2021-12-24,246.346.001512,шт,6,0.0001,У,
1234,2021-12-24,169.372.001139,шт,13,1.8e-05,У,
1235,2021-12-24,246.346.001512,шт,13,0.0001,У,
1236,2021-12-24,189.372.001577,шт,2,0.02016,У,
1237,2021-12-24,189.372.001578,шт,2,0.000459,У,
1238,2021-12-24,183.346.000194,шт,2,0.0036,У,
1239,2021-12-24,204.346.002325,шт,2,,У,
1240,2021-12-24,169.372.001047,шт,2,0.00624,У,
1241,2021-10-13,355.692.001090,шт,100,0.0036,М,2022-01-16
1242,2021-10-13,355.692.001071,шт,10,0.0042875,М,2022-01-16
1243,2021-10-13,355.692.001091,шт,60,0.0036,М,2022-01-16
1244,2021-11-22,169.372.001142,шт,5,0.1908,М,2022-01-24
1245,2021-11-22,169.372.000972,шт,5,0.001,М,2022-01-24
1246,2021-11-22,189.372.001545,шт,1,0.002025,М,2022-01-24
1247,2021-11-22,169.372.001142,шт,3,0.1908,М,2022-01-24
1248,2021-11-22,241.372.000510,шт,3,0.003726,М,2022-01-24
1249,2021-11-22,241.372.000217,шт,3,0.002025,М,2022-01-24
1250,2021-11-22,241.372.000498,шт,2,0.004186,М,2022-01-24
1251,2021-11-22,189.372.001545,шт,3,0.002025,М,2022-01-24
1252,2021-11-22,189.372.000183,шт,8,0.02548,М,2022-01-24
1253,2021-11-22,169.372.000972,шт,8,0.001,М,2022-01-24
1254,2021-11-22,241.346.001895,шт,8,,М,2022-01-24
1255,2021-11-22,169.372.000353,шт,3,3.025e-05,М,2022-01-24
1256,2021-11-22,169.372.000367,шт,1,0.0006,М,2022-01-24
1257,2021-11-22,320.002.001027,шт,2,0.033,М,2022-01-24
1258,2021-11-22,320.346.001994,шт,2,0.0245,М,2022-01-24
1259,2021-11-22,169.372.000924,шт,3,2e-06,М,2022-01-24
1260,2021-12-06,189.372.001118,шт,2,0.7684,М,2022-07-03
1261,2021-12-06,189.346.000194,шт,3,0.033,М,2022-07-03
1262,2021-12-06,189.346.000196,шт,5,0.021,М,2022-07-03
1263,2021-12-06,189.372.001548,шт,5,0.015504,М,2022-07-03
1264,2021-12-06,189.346.000198,шт,2,0.017664,М,2022-07-03
1265,2021-12-06,189.346.000199,шт,2,0.022425,М,2022-07-03
1266,2021-12-06,189.346.000195,шт,2,0.04125,М,2022-07-03
1267,2021-12-06,189.372.001549,шт,3,0.017745,М,2022-07-03
1268,2021-12-06,242.372.000040,шт,4,0.024,М,2022-07-03
1269,2021-12-06,217.372.000013,шт,4,0.3402,М,2022-07-03
1270,2021-12-06,169.372.001046,шт,2,0.1,М,2022-07-03
1271,2021-12-06,169.372.000885,шт,5,0.00624,М,2022-07-03
1272,2021-12-06,169.372.001053,шт,4,0.000555,М,2022-07-03
1273,2021-12-06,217.372.000032,шт,4,0.00216,М,2022-07-03
1274,2021-12-06,169.372.000887,шт,2,0.031668,М,2022-07-03
1275,2021-12-06,189.346.000188,шт,3,,М,2022-07-03
1276,2021-12-06,189.346.000112,шт,2,0.003,М,2022-07-03
1277,2021-12-06,189.372.000293,шт,2,0.006481013,М,2022-07-03
1278,2021-12-06,183.346.000184,шт,2,0.0184,М,2022-07-03
1279,2021-12-06,169.372.000377,шт,6,0.1,М,2022-07-03
1280,2021-12-06,189.372.001523,шт,3,0.016796,М,2022-07-03
1281,2021-12-06,189.372.001545,шт,2,0.002025,М,2022-07-03
1282,2021-12-06,189.346.000010,шт,3,0.00225,М,2022-07-03
1283,2021-12-06,169.372.000972,шт,8,0.001,М,2022-07-03
1284,2021-12-06,189.372.001525,шт,3,0.016796,М,2022-07-03
1285,2021-12-06,189.346.000112,шт,2,0.003,М,2022-07-03
1286,2021-12-06,217.372.000014,шт,2,0.006642,М,2022-07-03
1287,2021-12-06,189.372.000629,шт,3,0.00017875,М,2022-07-03
1288,2021-12-06,169.372.001139,шт,3,1.8e-05,М,2022-07-03
1289,2021-12-06,169.372.000354,шт,2,0.0006,М,2022-07-03
1290,2021-12-06,169.372.000899,шт,2,1.75e-06,М,2022-07-03
1291,2021-12-06,189.346.000002,шт,2,0.0006,М,2022-07-03
1292,2021-12-06,189.346.000103,шт,2,0.0081,М,2022-07-03
1293,2021-12-06,239.372.000060,м,40,0.0008,М,2022-07-03
1294,2021-12-06,239.372.000061,м,40,0.001,М,2022-07-03
1295,2021-12-06,239.372.000062,м,40,0.001694,М,2022-07-03
1296,2021-12-06,189.372.001568,шт,2,0.18126,М,2022-07-03
1297,2021-12-06,189.372.001545,шт,4,0.002025,М,2022-07-03
1298,2021-12-06,169.372.000365,шт,3,0.0006,М,2022-07-03
1299,2021-11-26,320.002.000864,шт,4,,М,2022-03-03
1300,2021-11-26,189.372.001561,шт,2,0.001008,М,2022-03-03
1301,2021-11-26,189.372.001514,шт,1,0.024276,М,2022-03-03
1302,2021-11-26,189.372.001297,шт,2,0.000252,М,2022-03-03
1303,2021-11-26,189.372.000490,шт,2,0.000234,М,2022-03-03
1304,2021-11-26,189.372.001567,шт,2,0.000782,М,2022-03-03
1305,2021-11-26,169.372.000986,шт,2,0.0024,М,2022-03-03
1306,2021-11-26,189.346.000103,шт,2,0.0081,М,2022-03-03
1307,2021-12-09,189.372.001118,шт,3,0.7684,М,2022-03-14
1308,2021-12-09,189.346.000194,шт,2,0.033,М,2022-03-14
1309,2021-12-09,189.372.001284,шт,1,0.0693,М,2022-03-14
1310,2021-12-09,189.372.000180,шт,1,0.016796,М,2022-03-14
1311,2021-12-09,189.372.001190,шт,1,,М,2022-03-14
1312,2021-12-09,189.346.000196,шт,5,0.021,М,2022-03-14
1313,2021-12-09,189.346.000197,шт,5,0.0216,М,2022-03-14
1314,2021-12-09,189.346.000199,шт,2,0.022425,М,2022-03-14
1315,2021-12-09,189.346.000198,шт,2,0.017664,М,2022-03-14
1316,2021-12-09,242.372.000040,шт,4,0.024,М,2022-03-14
1317,2021-12-09,189.372.001549,шт,2,0.017745,М,2022-03-14
1318,2021-12-09,189.346.000195,шт,2,0.04125,М,2022-03-14
1319,2021-12-09,261.346.002574,шт,5,6.825e-05,М,2022-03-14
1320,2021-12-09,169.346.001810,шт,1,0.7104,М,2022-03-14
1321,2021-12-09,189.372.001559,шт,1,0.036,М,2022-03-14
1322,2021-12-09,189.372.001560,шт,1,0.0036,М,2022-03-14
1323,2021-12-09,189.372.000079,шт,3,0.021,М,2022-03-14
1324,2021-12-09,189.372.000058,шт,3,0.016796,М,2022-03-14
1325,2021-12-09,189.372.001590,шт,1,0.028084,М,2022-03-14
1326,2021-12-09,189.372.001591,шт,1,0.02652,М,2022-03-14
1327,2021-12-09,242.372.000098,шт,1,0.01288,М,2022-03-14
1328,2021-12-09,242.372.000095,шт,1,0.01204,М,2022-03-14
1329,2021-12-09,189.372.001551,шт,1,0.029736,М,2022-03-14
1330,2021-12-09,219.002.000002,шт,3,7.8e-05,М,2022-03-14
1331,2021-12-09,183.372.000003,шт,3,0.0672,М,2022-03-14
