,Date_Fact,item_ID,Stock,Site,Cnt,Date_plan,SWAP,NS,difference
10960,2020-10-20,213.036.000017,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-347
10961,2020-10-20,213.036.000040,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10962,2020-10-20,213.036.000040,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10963,2020-10-20,213.036.000040,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10964,2020-10-20,213.036.000040,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10965,2020-10-20,213.036.000040,СЗ,78_06314,1.0,2021-09-20,0.0,1.0,-335
10966,2020-10-20,213.036.000040,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-347
10967,2020-10-20,213.036.000017,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10968,2020-10-20,213.036.000017,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10969,2020-10-20,213.036.000017,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10970,2020-10-20,213.036.000017,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10971,2020-10-20,213.036.000017,СЗ,78_06314,1.0,2021-09-20,0.0,1.0,-335
10972,2020-10-20,213.036.000017,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-347
10973,2020-10-20,161.036.000889,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10974,2020-10-20,161.036.000889,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10975,2020-10-20,161.036.000889,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10976,2020-10-20,161.036.000889,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10977,2020-10-20,161.036.000889,СЗ,78_06314,1.0,2021-09-20,0.0,1.0,-335
10978,2020-10-20,161.036.000889,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-347
10979,2020-10-20,238.036.000003,СЗ,78_06314,50.0,2021-03-20,0.0,1.0,-151
10980,2020-10-20,238.036.000003,СЗ,78_06314,50.0,2021-03-20,0.0,1.0,-151
10981,2020-10-20,238.036.000003,СЗ,78_06314,50.0,2021-03-20,0.0,1.0,-151
10982,2020-10-20,238.036.000003,СЗ,78_06314,50.0,2021-03-20,0.0,1.0,-151
10983,2020-10-20,238.036.000003,СЗ,78_06314,50.0,2021-09-20,0.0,1.0,-335
10984,2020-10-20,238.036.000003,СЗ,78_06314,50.0,2021-10-02,0.0,1.0,-347
10985,2020-10-20,772.036.000933,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10986,2020-10-20,772.036.000933,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10987,2020-10-20,772.036.000933,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10988,2020-10-20,772.036.000933,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10989,2020-10-20,772.036.000933,СЗ,78_06314,1.0,2021-09-20,0.0,1.0,-335
10990,2020-10-20,772.036.000933,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-347
10991,2020-10-20,238.036.000003,СЗ,78_06314,30.0,2021-03-20,0.0,1.0,-151
10992,2020-10-20,238.036.000003,СЗ,78_06314,30.0,2021-03-20,0.0,1.0,-151
10993,2020-10-20,238.036.000003,СЗ,78_06314,30.0,2021-03-20,0.0,1.0,-151
10994,2020-10-20,238.036.000003,СЗ,78_06314,30.0,2021-03-20,0.0,1.0,-151
10995,2020-10-20,238.036.000003,СЗ,78_06314,30.0,2021-09-20,0.0,1.0,-335
10996,2020-10-20,238.036.000003,СЗ,78_06314,30.0,2021-10-02,0.0,1.0,-347
10997,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10998,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
10999,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11000,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11001,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-09-20,0.0,1.0,-335
11002,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-347
11003,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11004,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11005,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11006,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11007,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-09-20,0.0,1.0,-335
11008,2020-10-20,213.036.000018,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-347
11009,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11010,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11011,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11012,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11013,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-09-20,0.0,1.0,-335
11014,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-347
11015,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11016,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11017,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11018,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,-151
11019,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-09-20,0.0,1.0,-335
11020,2020-10-20,772.737.000071,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-347
11021,2021-04-01,216.346.001837,СЗ,78_06314,8.0,2021-03-20,0.0,1.0,12
11022,2021-04-01,216.346.001837,СЗ,78_06314,8.0,2021-03-20,0.0,1.0,12
11023,2021-04-01,216.346.001837,СЗ,78_06314,8.0,2021-03-20,0.0,1.0,12
11024,2021-04-01,216.346.001837,СЗ,78_06314,8.0,2021-03-20,0.0,1.0,12
11025,2021-04-01,216.346.001837,СЗ,78_06314,8.0,2021-09-20,0.0,1.0,-172
11026,2021-04-01,216.346.001837,СЗ,78_06314,8.0,2021-10-02,0.0,1.0,-184
11027,2021-06-10,144.022.000853,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,82
11028,2021-06-10,144.022.000853,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,82
11029,2021-06-10,144.022.000853,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,82
11030,2021-06-10,144.022.000853,СЗ,78_06314,1.0,2021-03-20,0.0,1.0,82
11031,2021-06-10,144.022.000853,СЗ,78_06314,1.0,2021-09-20,0.0,1.0,-102
11032,2021-06-10,144.022.000853,СЗ,78_06314,1.0,2021-10-02,0.0,1.0,-114
11033,2021-06-10,261.348.000066,СЗ,78_06314,2.0,2021-03-20,0.0,1.0,82
11034,2021-06-10,261.348.000066,СЗ,78_06314,2.0,2021-03-20,0.0,1.0,82
11035,2021-06-10,261.348.000066,СЗ,78_06314,2.0,2021-03-20,0.0,1.0,82
11036,2021-06-10,261.348.000066,СЗ,78_06314,2.0,2021-03-20,0.0,1.0,82
11037,2021-06-10,261.348.000066,СЗ,78_06314,2.0,2021-09-20,0.0,1.0,-102
11038,2021-06-10,261.348.000066,СЗ,78_06314,2.0,2021-10-02,0.0,1.0,-114
11039,2021-06-10,132.346.000713,СЗ,78_06314,24.0,2021-03-20,0.0,1.0,82
11040,2021-06-10,132.346.000713,СЗ,78_06314,24.0,2021-03-20,0.0,1.0,82
11041,2021-06-10,132.346.000713,СЗ,78_06314,24.0,2021-03-20,0.0,1.0,82
11042,2021-06-10,132.346.000713,СЗ,78_06314,24.0,2021-03-20,0.0,1.0,82
11043,2021-06-10,132.346.000713,СЗ,78_06314,24.0,2021-09-20,0.0,1.0,-102
11044,2021-06-10,132.346.000713,СЗ,78_06314,24.0,2021-10-02,0.0,1.0,-114
11045,2021-06-10,132.346.000740,СЗ,78_06314,12.0,2021-03-20,0.0,1.0,82
11046,2021-06-10,132.346.000740,СЗ,78_06314,12.0,2021-03-20,0.0,1.0,82
11047,2021-06-10,132.346.000740,СЗ,78_06314,12.0,2021-03-20,0.0,1.0,82
11048,2021-06-10,132.346.000740,СЗ,78_06314,12.0,2021-03-20,0.0,1.0,82
11049,2021-06-10,132.346.000740,СЗ,78_06314,12.0,2021-09-20,0.0,1.0,-102
11050,2021-06-10,132.346.000740,СЗ,78_06314,12.0,2021-10-02,0.0,1.0,-114
11051,2021-06-10,248.346.000221,СЗ,78_06314,120.0,2021-03-20,0.0,1.0,82
11052,2021-06-10,248.346.000221,СЗ,78_06314,120.0,2021-03-20,0.0,1.0,82
11053,2021-06-10,248.346.000221,СЗ,78_06314,120.0,2021-03-20,0.0,1.0,82
11054,2021-06-10,248.346.000221,СЗ,78_06314,120.0,2021-03-20,0.0,1.0,82
11055,2021-06-10,248.346.000221,СЗ,78_06314,120.0,2021-09-20,0.0,1.0,-102
11056,2021-06-10,248.346.000221,СЗ,78_06314,120.0,2021-10-02,0.0,1.0,-114
11057,2021-06-10,144.022.000810,СЗ,78_06314,3.0,2021-03-20,0.0,1.0,82
11058,2021-06-10,144.022.000810,СЗ,78_06314,3.0,2021-03-20,0.0,1.0,82
11059,2021-06-10,144.022.000810,СЗ,78_06314,3.0,2021-03-20,0.0,1.0,82
11060,2021-06-10,144.022.000810,СЗ,78_06314,3.0,2021-03-20,0.0,1.0,82
11061,2021-06-10,144.022.000810,СЗ,78_06314,3.0,2021-09-20,0.0,1.0,-102
11062,2021-06-10,144.022.000810,СЗ,78_06314,3.0,2021-10-02,0.0,1.0,-114
11063,2020-10-10,144.022.000673,СЗ,78_03135,3.0,2021-05-13,0.0,1.0,-215
11064,2020-10-10,144.022.000673,СЗ,78_03135,3.0,2021-09-06,0.0,1.0,-331
11065,2020-10-10,144.022.000711,СЗ,78_03135,3.0,2021-05-13,0.0,1.0,-215
11066,2020-10-10,144.022.000711,СЗ,78_03135,3.0,2021-09-06,0.0,1.0,-331
11067,2020-10-10,144.022.000712,СЗ,78_03135,3.0,2021-05-13,0.0,1.0,-215
11068,2020-10-10,144.022.000712,СЗ,78_03135,3.0,2021-09-06,0.0,1.0,-331
11069,2020-10-10,248.346.000160,СЗ,78_03135,29.0,2021-05-13,0.0,1.0,-215
11070,2020-10-10,248.346.000160,СЗ,78_03135,29.0,2021-09-06,0.0,1.0,-331
11071,2020-10-10,144.022.000730,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-215
11072,2020-10-10,144.022.000730,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-331
11073,2020-10-10,144.022.000694,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-215
11074,2020-10-10,144.022.000694,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-331
11075,2020-10-10,244.022.000007,СЗ,78_03135,6.0,2021-05-13,0.0,1.0,-215
11076,2020-10-10,244.022.000007,СЗ,78_03135,6.0,2021-09-06,0.0,1.0,-331
11077,2020-10-10,216.346.001836,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-215
11078,2020-10-10,216.346.001836,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-331
11079,2020-10-10,249.022.000543,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-215
11080,2020-10-10,249.022.000543,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-331
11081,2020-10-10,216.346.001835,СЗ,78_03135,9.0,2021-05-13,0.0,1.0,-215
11082,2020-10-10,216.346.001835,СЗ,78_03135,9.0,2021-09-06,0.0,1.0,-331
11083,2020-10-10,144.022.000662,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-215
11084,2020-10-10,144.022.000662,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-331
11085,2020-10-10,216.346.001838,СЗ,78_03135,60.0,2021-05-13,0.0,1.0,-215
11086,2020-10-10,216.346.001838,СЗ,78_03135,60.0,2021-09-06,0.0,1.0,-331
11087,2020-10-10,248.346.000191,СЗ,78_03135,576.0,2021-05-13,0.0,1.0,-215
11088,2020-10-10,248.346.000191,СЗ,78_03135,576.0,2021-09-06,0.0,1.0,-331
11089,2020-10-10,144.022.000667,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-215
11090,2020-10-10,144.022.000667,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-331
11091,2020-10-10,244.022.000008,СЗ,78_03135,3.0,2021-05-13,0.0,1.0,-215
11092,2020-10-10,244.022.000008,СЗ,78_03135,3.0,2021-09-06,0.0,1.0,-331
11093,2020-10-10,238.022.000022,СЗ,78_03135,30.0,2021-05-13,0.0,1.0,-215
11094,2020-10-10,238.022.000022,СЗ,78_03135,30.0,2021-09-06,0.0,1.0,-331
11095,2020-10-10,144.022.000613,СЗ,78_03135,3.0,2021-05-13,0.0,1.0,-215
11096,2020-10-10,144.022.000613,СЗ,78_03135,3.0,2021-09-06,0.0,1.0,-331
11097,2020-10-10,144.022.000661,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-215
11098,2020-10-10,144.022.000661,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-331
11099,2020-10-10,216.346.001843,СЗ,78_03135,3.0,2021-05-13,0.0,1.0,-215
11100,2020-10-10,216.346.001843,СЗ,78_03135,3.0,2021-09-06,0.0,1.0,-331
11101,2020-10-10,144.022.000709,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-215
11102,2020-10-10,144.022.000709,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-331
11103,2020-10-10,144.022.000668,СЗ,78_03135,3.0,2021-05-13,0.0,1.0,-215
11104,2020-10-10,144.022.000668,СЗ,78_03135,3.0,2021-09-06,0.0,1.0,-331
11105,2020-10-10,145.022.000029,СЗ,78_03135,3.0,2021-05-13,0.0,1.0,-215
11106,2020-10-10,145.022.000029,СЗ,78_03135,3.0,2021-09-06,0.0,1.0,-331
11107,2020-10-10,244.022.000013,СЗ,78_03135,2.0,2021-05-13,0.0,1.0,-215
11108,2020-10-10,244.022.000013,СЗ,78_03135,2.0,2021-09-06,0.0,1.0,-331
11109,2020-10-10,144.022.000660,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-215
11110,2020-10-10,144.022.000660,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-331
11111,2020-10-10,144.022.000725,СЗ,78_03135,12.0,2021-05-13,0.0,1.0,-215
11112,2020-10-10,144.022.000725,СЗ,78_03135,12.0,2021-09-06,0.0,1.0,-331
11113,2020-10-10,144.022.000726,СЗ,78_03135,6.0,2021-05-13,0.0,1.0,-215
11114,2020-10-10,144.022.000726,СЗ,78_03135,6.0,2021-09-06,0.0,1.0,-331
11115,2020-10-10,243.022.000206,СЗ,78_03135,3.0,2021-05-13,0.0,1.0,-215
11116,2020-10-10,243.022.000206,СЗ,78_03135,3.0,2021-09-06,0.0,1.0,-331
11117,2021-02-09,244.346.000539,СЗ,78_03135,2.0,2021-05-13,0.0,1.0,-93
11118,2021-02-09,244.346.000539,СЗ,78_03135,2.0,2021-09-06,0.0,1.0,-209
11119,2021-02-09,243.036.000078,СЗ,78_03135,60.0,2021-05-13,0.0,1.0,-93
11120,2021-02-09,243.036.000078,СЗ,78_03135,60.0,2021-09-06,0.0,1.0,-209
11121,2021-02-09,181.346.000010,СЗ,78_03135,100.0,2021-05-13,0.0,1.0,-93
11122,2021-02-09,181.346.000010,СЗ,78_03135,100.0,2021-09-06,0.0,1.0,-209
11123,2021-02-09,239.036.000008,СЗ,78_03135,60.0,2021-05-13,0.0,1.0,-93
11124,2021-02-09,239.036.000008,СЗ,78_03135,60.0,2021-09-06,0.0,1.0,-209
11125,2021-02-09,169.036.000001,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-93
11126,2021-02-09,169.036.000001,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-209
11127,2021-02-09,213.346.000600,СЗ,78_03135,2.0,2021-05-13,0.0,1.0,-93
11128,2021-02-09,213.346.000600,СЗ,78_03135,2.0,2021-09-06,0.0,1.0,-209
11129,2021-03-23,263.346.000305,СЗ,78_03135,2.0,2021-05-13,0.0,1.0,-51
11130,2021-03-23,263.346.000305,СЗ,78_03135,2.0,2021-09-06,0.0,1.0,-167
11131,2021-03-23,263.346.000303,СЗ,78_03135,2.0,2021-05-13,0.0,1.0,-51
11132,2021-03-23,263.346.000303,СЗ,78_03135,2.0,2021-09-06,0.0,1.0,-167
11133,2021-05-06,144.022.000812,СЗ,78_03135,2.0,2021-05-13,0.0,1.0,-7
11134,2021-05-06,144.022.000812,СЗ,78_03135,2.0,2021-09-06,0.0,1.0,-123
11135,2021-05-06,144.022.000811,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-7
11136,2021-05-06,144.022.000811,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-123
11137,2021-05-06,132.346.000713,СЗ,78_03135,12.0,2021-05-13,0.0,1.0,-7
11138,2021-05-06,132.346.000713,СЗ,78_03135,12.0,2021-09-06,0.0,1.0,-123
11139,2021-05-06,144.022.000986,СЗ,78_03135,1.0,2021-05-13,0.0,1.0,-7
11140,2021-05-06,144.022.000986,СЗ,78_03135,1.0,2021-09-06,0.0,1.0,-123
11141,2021-05-06,248.346.000221,СЗ,78_03135,230.0,2021-05-13,0.0,1.0,-7
11142,2021-05-06,248.346.000221,СЗ,78_03135,230.0,2021-09-06,0.0,1.0,-123
11143,2021-05-06,149.346.000367,СЗ,78_03135,4.0,2021-05-13,0.0,1.0,-7
11144,2021-05-06,149.346.000367,СЗ,78_03135,4.0,2021-09-06,0.0,1.0,-123
11145,2021-05-06,261.348.000066,СЗ,78_03135,2.0,2021-05-13,0.0,1.0,-7
11146,2021-05-06,261.348.000066,СЗ,78_03135,2.0,2021-09-06,0.0,1.0,-123
11147,2020-10-10,144.022.000667,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11148,2020-10-10,144.022.000667,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11149,2020-10-10,144.022.000667,СЗ,78_06514,1.0,2021-12-01,0.0,1.0,-417
11150,2020-10-10,144.022.000709,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11151,2020-10-10,144.022.000709,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11152,2020-10-10,144.022.000709,СЗ,78_06514,1.0,2021-12-01,0.0,1.0,-417
11153,2020-10-10,144.022.000728,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11154,2020-10-10,144.022.000728,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11155,2020-10-10,144.022.000728,СЗ,78_06514,1.0,2021-12-01,0.0,1.0,-417
11156,2020-10-10,216.346.001836,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11157,2020-10-10,216.346.001836,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11158,2020-10-10,216.346.001836,СЗ,78_06514,1.0,2021-12-01,0.0,1.0,-417
11159,2020-10-10,216.346.001835,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11160,2020-10-10,216.346.001835,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11161,2020-10-10,216.346.001835,СЗ,78_06514,3.0,2021-12-01,0.0,1.0,-417
11162,2020-10-10,144.022.000695,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11163,2020-10-10,144.022.000695,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11164,2020-10-10,144.022.000695,СЗ,78_06514,3.0,2021-12-01,0.0,1.0,-417
11165,2020-10-10,238.022.000026,СЗ,78_06514,6.0,2021-09-30,0.0,1.0,-355
11166,2020-10-10,238.022.000026,СЗ,78_06514,6.0,2021-09-30,0.0,1.0,-355
11167,2020-10-10,238.022.000026,СЗ,78_06514,6.0,2021-12-01,0.0,1.0,-417
11168,2020-10-10,248.346.000160,СЗ,78_06514,11.0,2021-09-30,0.0,1.0,-355
11169,2020-10-10,248.346.000160,СЗ,78_06514,11.0,2021-09-30,0.0,1.0,-355
11170,2020-10-10,248.346.000160,СЗ,78_06514,11.0,2021-12-01,0.0,1.0,-417
11171,2020-10-10,243.022.000208,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11172,2020-10-10,243.022.000208,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11173,2020-10-10,243.022.000208,СЗ,78_06514,3.0,2021-12-01,0.0,1.0,-417
11174,2020-10-10,144.022.000726,СЗ,78_06514,6.0,2021-09-30,0.0,1.0,-355
11175,2020-10-10,144.022.000726,СЗ,78_06514,6.0,2021-09-30,0.0,1.0,-355
11176,2020-10-10,144.022.000726,СЗ,78_06514,6.0,2021-12-01,0.0,1.0,-417
11177,2020-10-10,144.022.000662,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11178,2020-10-10,144.022.000662,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11179,2020-10-10,144.022.000662,СЗ,78_06514,1.0,2021-12-01,0.0,1.0,-417
11180,2020-10-10,144.022.000661,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11181,2020-10-10,144.022.000661,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11182,2020-10-10,144.022.000661,СЗ,78_06514,1.0,2021-12-01,0.0,1.0,-417
11183,2020-10-10,216.346.001838,СЗ,78_06514,12.0,2021-09-30,0.0,1.0,-355
11184,2020-10-10,216.346.001838,СЗ,78_06514,12.0,2021-09-30,0.0,1.0,-355
11185,2020-10-10,216.346.001838,СЗ,78_06514,12.0,2021-12-01,0.0,1.0,-417
11186,2020-10-10,244.022.000013,СЗ,78_06514,2.0,2021-09-30,0.0,1.0,-355
11187,2020-10-10,244.022.000013,СЗ,78_06514,2.0,2021-09-30,0.0,1.0,-355
11188,2020-10-10,244.022.000013,СЗ,78_06514,2.0,2021-12-01,0.0,1.0,-417
11189,2020-10-10,144.022.000660,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11190,2020-10-10,144.022.000660,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-355
11191,2020-10-10,144.022.000660,СЗ,78_06514,1.0,2021-12-01,0.0,1.0,-417
11192,2020-10-10,144.022.000711,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11193,2020-10-10,144.022.000711,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11194,2020-10-10,144.022.000711,СЗ,78_06514,3.0,2021-12-01,0.0,1.0,-417
11195,2020-10-10,144.022.000712,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11196,2020-10-10,144.022.000712,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11197,2020-10-10,144.022.000712,СЗ,78_06514,3.0,2021-12-01,0.0,1.0,-417
11198,2020-10-10,216.346.001843,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11199,2020-10-10,216.346.001843,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11200,2020-10-10,216.346.001843,СЗ,78_06514,3.0,2021-12-01,0.0,1.0,-417
11201,2020-10-10,243.022.000206,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11202,2020-10-10,243.022.000206,СЗ,78_06514,3.0,2021-09-30,0.0,1.0,-355
11203,2020-10-10,243.022.000206,СЗ,78_06514,3.0,2021-12-01,0.0,1.0,-417
11204,2021-03-18,144.022.000866,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-196
11205,2021-03-18,144.022.000866,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-196
11206,2021-03-18,144.022.000866,СЗ,78_06514,1.0,2021-12-01,0.0,1.0,-258
11207,2021-03-18,213.346.001392,СЗ,78_06514,24.0,2021-09-30,0.0,1.0,-196
11208,2021-03-18,213.346.001392,СЗ,78_06514,24.0,2021-09-30,0.0,1.0,-196
11209,2021-03-18,213.346.001392,СЗ,78_06514,24.0,2021-12-01,0.0,1.0,-258
11210,2021-03-18,132.346.000740,СЗ,78_06514,12.0,2021-09-30,0.0,1.0,-196
11211,2021-03-18,132.346.000740,СЗ,78_06514,12.0,2021-09-30,0.0,1.0,-196
11212,2021-03-18,132.346.000740,СЗ,78_06514,12.0,2021-12-01,0.0,1.0,-258
11213,2021-03-18,132.346.000713,СЗ,78_06514,24.0,2021-09-30,0.0,1.0,-196
11214,2021-03-18,132.346.000713,СЗ,78_06514,24.0,2021-09-30,0.0,1.0,-196
11215,2021-03-18,132.346.000713,СЗ,78_06514,24.0,2021-12-01,0.0,1.0,-258
11216,2021-03-18,144.022.000809,СЗ,78_06514,6.0,2021-09-30,0.0,1.0,-196
11217,2021-03-18,144.022.000809,СЗ,78_06514,6.0,2021-09-30,0.0,1.0,-196
11218,2021-03-18,144.022.000809,СЗ,78_06514,6.0,2021-12-01,0.0,1.0,-258
11219,2021-03-18,144.022.000853,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-196
11220,2021-03-18,144.022.000853,СЗ,78_06514,1.0,2021-09-30,0.0,1.0,-196
11221,2021-03-18,144.022.000853,СЗ,78_06514,1.0,2021-12-01,0.0,1.0,-258
11222,2021-03-18,261.348.000063,СЗ,78_06514,2.0,2021-09-30,0.0,1.0,-196
11223,2021-03-18,261.348.000063,СЗ,78_06514,2.0,2021-09-30,0.0,1.0,-196
11224,2021-03-18,261.348.000063,СЗ,78_06514,2.0,2021-12-01,0.0,1.0,-258
11225,2021-03-18,238.346.000793,СЗ,78_06514,180.0,2021-09-30,0.0,1.0,-196
11226,2021-03-18,238.346.000793,СЗ,78_06514,180.0,2021-09-30,0.0,1.0,-196
11227,2021-03-18,238.346.000793,СЗ,78_06514,180.0,2021-12-01,0.0,1.0,-258
11228,2021-03-18,248.346.000221,СЗ,78_06514,180.0,2021-09-30,0.0,1.0,-196
11229,2021-03-18,248.346.000221,СЗ,78_06514,180.0,2021-09-30,0.0,1.0,-196
11230,2021-03-18,248.346.000221,СЗ,78_06514,180.0,2021-12-01,0.0,1.0,-258
11231,2020-10-12,132.346.000652,СЗ,78_02502,12.0,2021-08-10,0.0,1.0,-302
11232,2020-10-12,132.346.000713,СЗ,78_02502,24.0,2021-08-10,0.0,1.0,-302
11233,2020-10-12,261.348.000064,СЗ,78_02502,2.0,2021-08-10,0.0,1.0,-302
11234,2020-10-12,248.020.000064,СЗ,78_02502,135.0,2021-08-10,0.0,1.0,-302
11235,2020-10-12,144.022.000853,СЗ,78_02502,1.0,2021-08-10,0.0,1.0,-302
11236,2020-10-12,144.022.000536,СЗ,78_02502,3.0,2021-08-10,0.0,1.0,-302
11237,2020-10-13,144.022.000711,СЗ,78_2537,4.0,2021-09-08,0.0,1.0,-330
11238,2020-10-13,144.022.000711,СЗ,78_2537,4.0,2021-09-25,0.0,1.0,-347
11239,2020-10-13,144.022.000695,СЗ,78_2537,3.0,2021-09-08,0.0,1.0,-330
11240,2020-10-13,144.022.000695,СЗ,78_2537,3.0,2021-09-25,0.0,1.0,-347
11241,2020-10-13,248.346.000160,СЗ,78_2537,24.0,2021-09-08,0.0,1.0,-330
11242,2020-10-13,248.346.000160,СЗ,78_2537,24.0,2021-09-25,0.0,1.0,-347
11243,2020-10-13,216.346.001836,СЗ,78_2537,1.0,2021-09-08,0.0,1.0,-330
11244,2020-10-13,216.346.001836,СЗ,78_2537,1.0,2021-09-25,0.0,1.0,-347
